president,speech_label,matched_title,document_date,document_type,block_idx,block_size,sentence_start,sentence_end,text,n_sentences,n_words,care_p,fairness_p,loyalty_p,authority_p,sanctity_p,care_sent,fairness_sent,loyalty_sent,authority_sent,sanctity_sent,moral_nonmoral_ratio,f_var,sent_var,moral_vector_R5,cosine_gonye,cosine_pergel,cosine_yasa,cosine_gpy_sum_vector,delta_vector_discriminant,score_PC1,score_PC2,score_PC3,score_PC4,score_PC5,president_short
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,53,2,106,107,"At first view this condition of our trade with foreign nations would seem to present the most flattering hopes of its future prosperity. An examination of the details of our exports, however, will show that the increased value of our exports for the last fiscal year is to be found in the high price of cotton which prevailed during the first half of that year, which price has since declined about one-half.The value of our exports of breadstuffs and provisions, which it was supposed the incentive of a low tariff and large importations from abroad would have greatly augmented, has fallen from $68,701,921 in 1847 to $26,051,373 in 1850 and to $21,948,653 in 1851, with a strong probability, amounting almost to a certainty, of a still further reduction in the current year.The aggregate values of rice exported during the last fiscal year, as compared with the previous year, also exhibit a decrease, amounting to $460,917, which, with a decline in the values of the exports of tobacco for the same period, make an aggregate decrease in these two articles of $1,156,751.The policy which dictated a low rate of duties on foreign merchandise, it was thought by those who promoted and established it, would tend to benefit the farming population of this country by increasing the demand and raising the price of agricultural products in foreign markets.The foregoing facts, however, seem to show incontestably that no such result has followed the adoption of this policy.",2,244,0.1047240278893682,0.1061357055123517,0.0988440979087027,0.0963415013542046,0.0882458665127118,-0.019043353348598,0.0628364065760943,0.0346811260814511,0.0513101535324669,-0.0357896098736205,1.1224489795918366,5.158140407255249e-05,0.0019151175614265,"[0.10472402788936822, 0.10613570551235178, 0.09884409790870272, 0.09634150135420463, 0.08824586651271189]",0.7868094938547938,0.8083917117618388,0.7498998939281944,0.954804306526462,-0.0010638635600686,-3.3250172398393913,1.2833239667525924,-1.333313508789821,8.411357433395217,10.998484468515647,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,54,2,108,109,"On the contrary, notwithstanding the repeal of the restrictive corn laws in England, the foreign demand for the products of the American farmer has steadily declined, since the short crops and consequent famine in a portion of Europe have been happily replaced by full crops and comparative abundance of food.It will be seen by recurring to the commercial statistics for the past year that the value of our domestic exports has been increased in the single item of raw cotton by $40,000,000 over the value of that export for the year preceding. This is not due to any increased general demand for that article, but to the short crop of the preceding year, which created an increased demand and an augmented price for the crop of last year.",2,128,0.1253028606578455,0.1173191679835802,0.0917937842326383,0.0969671070638989,0.101255835380528,-0.102950649297628,-0.0031550539103691,0.0011437285297903,-0.0109648878875314,-0.035992530672694,1.0,0.0002013120516627,0.0018524723232886,"[0.12530286065784554, 0.11731916798358026, 0.09179378423263837, 0.0969671070638989, 0.10125583538052801]",0.8170306053709259,0.7953442798821572,0.7022245424043428,0.9423711149672854,-0.0013790622991438,-4.033070451041157,2.846282684341185,-2.303510855555847,9.229790734092838,11.877657487441796,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,55,2,110,111,"Should the cotton crop now going forward to market be only equal in quantity to that of the year preceding and be sold at the present prices, then there would be a falling off in the value of our exports for the present fiscal year of at least $40,000,000 compared with the amount exported for the year ending 30th June, 1851.The production of gold in California for the past year seems to promise a large supply of that metal from that quarter for some time to come. This large annual increase of the currency of the world must be attended with its usual results.",2,104,0.1001438097755415,0.1077267452698401,0.0932615145670025,0.0946497519957632,0.0844132098203578,-0.0325867666495623,0.0099017565660483,0.0671602042370923,0.0462058927590305,-0.0319371299482817,1.25,7.456407135867692e-05,0.0020338073689903,"[0.10014380977554152, 0.10772674526984018, 0.0932615145670025, 0.09464975199576323, 0.08441320982035787]",0.7904244351375345,0.8228610549948359,0.7426856577150287,0.9592927932106396,0.0002481512910172,-2.92123477276888,1.5115710148662833,-1.1331515491293982,8.080656097396027,10.53128187141667,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,56,2,112,113,"These have been already partially disclosed in the enhancement of prices and a rising spirit of speculation and adventure, tending to overtrading, as well at home as abroad. Unless some salutary check shall be given to these tendencies it is to be feared that importations of foreign goods beyond a healthy demand in this country will lead to a sudden drain of the precious metals from us, bringing with it, as it has done in former times, the most disastrous consequences to the business and capital of the American people.The exports of specie to liquidate our foreign debt during the past fiscal year have been $24,963,979 over the amount of specie imported.",2,112,0.1103569797730908,0.1056768864861033,0.0918770431237133,0.0854255049119449,0.087655239617108,-0.1288532967882222,-0.0021836963822692,-0.0727793167301824,-0.0043890489151567,-0.0600025919002101,1.0869565217391304,0.0001245055175981,0.0027843108466147,"[0.11035697977309081, 0.10567688648610335, 0.09187704312371331, 0.08542550491194494, 0.087655239617108]",0.8118862004002069,0.7927410588878522,0.7132447277827043,0.9436816378016116,-0.0015996315287983,-3.751790231687937,1.8770818791202606,-1.453419258545357,8.097604807572472,10.39900596067686,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,57,2,114,115,"The exports of specie during the first quarter of the present fiscal year have been $14,651,827. Should specie continue to be exported at this rate for the remaining three quarters of this year, it will drain from our metallic currency during the year ending 30th June, 1852, the enormous amount of $58,607,308.In the present prosperous condition of the national finances it will become the duty of Congress to consider the best mode of paying off the public debt.",2,78,0.0976807067399596,0.109341323245985,0.1048928895091151,0.1141821779502382,0.0868882048336033,0.0037504101419413,-0.048066367061591,0.054267643934729,-0.0407773557145889,-0.0910560378141124,0.8,0.0001139773844508,0.0030630957704758,"[0.09768070673995967, 0.10934132324598507, 0.10489288950911517, 0.11418217795023829, 0.08688820483360339]",0.7571427514791853,0.8350172328354909,0.7892333934871004,0.969662918588854,0.0007142989064775,-2.4062285814230377,0.7023404552136927,-1.1427920842047454,8.563399803678733,11.83495692508681,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,58,2,116,117,"If the present and anticipated surplus in the Treasury should not be absorbed by appropriations of an extraordinary character, this surplus should be employed in such way and under such restrictions as Congress may enact in extinguishing the outstanding debt of the nation.By reference to the act of Congress approved 9th September, 1850, it will be seen that, in consideration of certain concessions by the State of Texas, it is provided that--The United States shall pay to the State of Texas the sum of $10,000,000 in a stock bearing 5 per cent interest and redeemable at the end of fourteen years, the interest payable half-yearly at the Treasury of the United States.In the same section of the law it is further provided--That no more than five millions of said stock shall be issued until the creditors of the State holding bonds and other certificates of stock of Texas, for which duties on imports were specially pledged, shall first file at the Treasury of the United States releases of all claims against the United States for or on account of said bonds or certificates, in such form as shall be prescribed by the Secretary of the Treasury and approved by the President of the United States.The form of release thus provided for has been prescribed by the Secretary of the Treasury and approved. It has been published in all the leading newspapers in the commercial cities of the United States, and all persons holding claims of the kind specified in the foregoing proviso were required to file their releases (in the form thus prescribed) in the Treasury of the United States on or before the 1st day of October, 1851.",2,279,0.0676186889003355,0.0818549083815327,0.0819816257164208,0.0880855529573987,0.0625120164038385,-0.0717821701164028,0.0405039068500765,0.0424425417524244,0.0331488319448331,0.0190268835819496,1.392156862745098,0.0001168624186497,0.0023132730392459,"[0.0676186889003355, 0.08185490838153273, 0.08198162571642083, 0.08808555295739878, 0.06251201640383855]",0.7382360842327247,0.843340833242076,0.8058514929138173,0.9721564396972034,0.0009035115566928,-1.3676201708115527,-0.06314289519447369,-0.6251139733524926,6.226070719255576,7.766026500120365,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,59,2,118,119,"Although this publication has been continued from the 25th day of March, 1851, yet up to the 1st of October last comparatively few releases had been filed by the creditors of Texas.The authorities of the State of Texas, at the request of the Secretary of the Treasury, have furnished a schedule of the public debt of that State created prior to her admission into the Union, with a copy of the laws under which each class was contracted. I have, from the documents furnished by the State of Texas, determined the classes of claims which in my judgment fall within the provisions of the act of Congress of the 9th of September, 1850.On being officially informed of the acceptance by Texas of the propositions contained in the act referred to I caused the stock to be prepared, and the five millions which are to be issued unconditionally, bearing an interest of 5 per cent from the 1st day of January, 1851, have been for some time ready to be delivered to the State of Texas.",2,175,0.087994906555357,0.0886528894690902,0.0832149110854908,0.1026618130902428,0.0712119331917265,-0.1031597460061363,-0.06547437432378,-0.0192390963045672,-0.0692906994856112,-0.0579388938093212,1.2,0.0001280712283879,0.0008997825004319,"[0.08799490655535705, 0.08865288946909021, 0.08321491108549081, 0.1026618130902428, 0.07121193319172651]",0.7685004071147337,0.8336408227004911,0.7927899554703757,0.9751395004950616,-8.491481518048405e-05,-1.602375737452053,0.5580181424679365,-1.5057668831425635,6.618037464220645,9.34993012094998,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,60,2,120,121,"The authorities of Texas up to the present time have not authorized anyone to receive this stock, and it remains in the Treasury Department subject to the order of Texas. The releases required by law to be deposited in the Treasury not having been filed there, the remaining five millions have not been issued.",2,54,0.081381142955452,0.1094681089108026,0.0835702945082101,0.1114185846836022,0.0624610772050232,-0.0819268717804325,-0.0965264185529504,0.0102033099693384,-0.0181795149690749,-0.1115654776205338,2.142857142857143,0.0004278006435195,0.002787654778199,"[0.081381142955452, 0.1094681089108026, 0.08357029450821019, 0.11141858468360229, 0.06246107720502326]",0.7697831049393995,0.8886685871977175,0.7723695687226941,0.9900016870222692,0.0045833206758646,-0.45113362455396344,1.048574222044596,-0.15219773574818518,6.127375298928998,9.878228589269336,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,61,2,122,123,"This last amount of the stock will be withheld from Texas until the conditions upon which it is to be delivered shall be complied with by the creditors of that State, unless Congress shall otherwise direct by a modification of the law.In my last annual message, to which I respectfully refer, I stated briefly the reasons which induced me to recommend a modification of the present tariff by converting the ad valorem into a specific duty wherever the article imported was of such a character as to permit it, and that such a discrimination should be made in favor of the industrial pursuits of our own country as to encourage home production without excluding foreign competition.The numerous frauds which continue to be practiced upon the revenue by false invoices and undervaluations constitute an unanswerable reason for adopting specific instead of ad valorem duties in all cases where the nature of the commodity does not forbid it. A striking illustration of these frauds will be exhibited in the report of the Secretary of the Treasury, showing the custom-house valuation of articles imported under a former law, subject to specific duties, when there was no inducement to undervaluation, and the custom-house valuations of the same articles under the present system of ad valorem duties, so greatly reduced as to leave no doubt of the existence of the most flagrant abuses under the existing laws.",2,232,0.1073826589497684,0.1245686852290267,0.0875412495912215,0.1137224342675242,0.0975273269939377,-0.1090352786556834,-0.025775761338865,0.0142260295263655,-0.0023443957310712,-0.0741449537072009,1.06,0.0002046863110612,0.0026226928663211,"[0.10738265894976842, 0.12456868522902673, 0.08754124959122157, 0.11372243426752429, 0.09752732699393775]",0.7853948043575274,0.8505032116717268,0.735229715707453,0.9655949088587612,0.0035766724317434,-2.3570958936169144,2.7748237815407926,-1.9770289776756758,9.359089904520392,11.996082583481462,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,62,2,124,125,"This practical evasion of the present law, combined with the languishing condition of some of the great interests of the country, caused by over importations and consequent depressed prices, and with the failure in obtaining a foreign market for our increasing surplus of breadstuffs and provisions, has induced me again to recommend a modification of the existing tariff. The report of the Secretary of the Interior, which accompanies this communication, will present a condensed statement of the operations of that important Department of the Government.It will be seen that the cash sales of the public lands exceed those of the preceding year, and that there is reason to anticipate a still further increase, notwithstanding the large donations which have been made to many of the States and the liberal grants to individuals as a reward for military services.",2,138,0.1033733641203601,0.1222542392690211,0.088872560397983,0.0920890305508809,0.0834011144750093,-0.0052545866416798,-0.0080803617655064,0.0297053264342909,-0.0100657832175763,-0.024035892846857,2.05,0.0002371295794484,0.0003978684240788,"[0.10337336412036018, 0.12225423926902111, 0.08887256039798307, 0.0920890305508809, 0.08340111447500938]",0.8116573458310644,0.8412860006256841,0.7026970710322089,0.9592668375932094,0.0026982564023149,-2.785455768936154,2.4833945102765886,-0.6276164883101858,8.003257099741804,10.68303833480355,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,63,2,126,127,This fact furnishes very gratifying evidence of the growing wealth and prosperity of our country.Suitable measures have been adopted for commencing the survey of the public lands in California and Oregon. Surveying parties have been organized and some progress has been made in establishing the principal base and meridian lines.,2,50,0.1100097372670848,0.1202112834982095,0.114710921865768,0.0955912400749107,0.0783413384440659,0.0421185473360335,0.0454267188290365,0.1525597782252469,0.0640309870397031,0.0706460643368976,1.6,0.0002856156989423,0.0020276386478724,"[0.1100097372670848, 0.12021128349820955, 0.114710921865768, 0.09559124007491072, 0.07834133844406599]",0.8036653054966111,0.8143401471595859,0.7329632262604147,0.957216389125258,-0.0006002292893747,-3.522741951571318,0.9339948324339338,0.3991953531389951,7.600460391199461,11.903998194586435,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,64,2,128,129,"But further legislation and additional appropriations will be necessary before the proper subdivisions can be made and the general land system extended over those remote parts of our territory.On the 3d of March last an act was passed providing for the appointment of three commissioners to settle private land claims in California. Three persons were immediately appointed, all of whom, however, declined accepting the office in consequence of the inadequacy of the compensation.",2,73,0.0880796685861513,0.12680989231677,0.1026529156000555,0.0986949651951585,0.0653474317153097,-0.0804391820660712,-0.0186919891431229,-0.0266747284193616,-0.0273500355928205,0.0416103915720295,3.7142857142857135,0.0005006457038402,0.001880590269483,"[0.08807966858615134, 0.12680989231677003, 0.10265291560005557, 0.09869496519515851, 0.06534743171530974]",0.7864297835374684,0.8711552424500342,0.7326896959546889,0.9734727835245484,0.0048168630476883,-1.7649072130660246,1.153354772296762,1.3213466431959078,6.7657947410895645,10.814201639397888,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,65,2,130,131,"Others were promptly selected, who for the same reason also declined, and it was not until late in the season that the services of suitable persons could be secured. A majority of the commissioners convened in this city on the 10th of September last, when detailed instructions were given to them in regard to their duties.",2,56,0.0499994245187036,0.0748688885808358,0.0937540267751265,0.0802575052012457,0.0696304994965284,-0.081035277095277,-0.0422468624213544,-0.0168785922247686,0.0490338365422456,-0.1048121457114313,1.2222222222222223,0.0002562023139916,0.0035869704644852,"[0.04999942451870365, 0.07486888858083582, 0.0937540267751265, 0.08025750520124575, 0.06963049949652841]",0.6524066412689712,0.8128402173533804,0.8381426330156561,0.9379306696581288,0.0009861164897568,-1.907247515681946,-1.0770809611655525,-0.3872037062986533,7.621290589736577,7.399267420352065,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,66,2,132,133,"Their first meeting for the transaction of business will be held in San Francisco on the 8th day of the present month.I have thought it proper to refer to these facts, not only to explain the causes of the delay in filling the commission, but to call your attention to the propriety of increasing the compensation of the commissioners. The office is one of great labor and responsibility, and the compensation should be such as to command men of a high order of talents and the most unquestionable integrity.The proper disposal of the mineral lands of California is a subject surrounded by great difficulties.",2,104,0.1015181196374316,0.1529407081790522,0.1105389294716313,0.1001255513988254,0.0906511252579786,-0.0121574693348748,0.0340692559389214,0.0103996336341384,0.0021786041007814,0.018655631205123,1.75,0.0005953380074654,0.0003011393478579,"[0.10151811963743161, 0.1529407081790522, 0.11053892947163135, 0.1001255513988254, 0.09065112525797867]",0.787274691701758,0.8636678537866807,0.6956977727681797,0.9557514531585016,0.007646130719764,-2.9722120844921336,2.7254533111841104,0.9555166451458881,9.526547803996774,12.770692943722295,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,67,2,134,135,"In my last annual message I recommended the survey and sale of them in small parcels under such restrictions as would effectually guard against monopoly and speculation; but upon further information, and in deference to the opinions of persons familiar with the subject, I am inclined to change that recommendation and to advise that they be permitted to remain as at present, a common field, open to the enterprise and industry of all our citizens, until further experience shall have developed the best policy to be ultimately adopted in regard to them. It is safer to suffer the inconveniences that now exist for a short period than by premature legislation to fasten on the country a system founded in error, which may place the whole subject beyond the future control of Congress.The agricultural lands should, however, be surveyed and brought into market with as little delay as possible, that the titles may become settled and the inhabitants stimulated to make permanent improvements and enter on the ordinary pursuits of life.",2,170,0.1072798478176882,0.1111189876534982,0.0926734924788902,0.1014385784657838,0.0812815419138101,-0.07707763835239,-0.0595053839084468,-0.0425864222354453,-0.0356207658236599,-0.0728242115468701,1.8461538461538465,0.0001437623061807,0.000330812504755,"[0.10727984781768828, 0.11111898765349827, 0.09267349247889027, 0.1014385784657838, 0.08128154191381017]",0.8059109518730181,0.8288514153417733,0.7394106881728877,0.9667020887042636,0.000251611107549,-2.6594874441617984,1.6654925069652287,-1.1069270998699294,7.548073663642509,11.007944931813675,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,68,2,136,137,"To effect these objects it is desirable that the necessary provision be made by law for the establishment of land offices in California and Oregon and for the efficient prosecution of the surveys at an early day.Some difficulties have occurred in organizing the Territorial governments of New Mexico and Utah, and when more accurate information shall be obtained of the causes a further communication will be made on that subject.In my last annual communication to Congress I recommended the establishment of an agricultural bureau, and I take this occasion again to invoke your favorable consideration of the subject.Agriculture may justly be regarded as the great interest of our people. Four-fifths of our active population are employed in the cultivation of the soil, and the rapid expansion of our settlements over new territory is daily adding to the number of those engaged in that vocation.",2,144,0.1034179732290895,0.1153592726468923,0.0890948089810986,0.1046001669041282,0.0868792032159734,-0.084056314088676,-0.0360995064948538,0.0110984762392908,0.0018222971571762,-0.0545140723767428,1.56,0.0001399364255691,0.0015585909500682,"[0.10341797322908954, 0.11535927264689232, 0.08909480898109869, 0.10460016690412823, 0.08687920321597341]",0.7935250086563178,0.8420238383732817,0.7394907557735926,0.9671301512547738,0.0018919432524844,-2.4292137814302763,2.0721233562544916,-1.3985951362505658,8.260556522001805,11.11090938112078,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,69,2,138,139,"Justice and sound policy, therefore, alike require that the Government should use all the means authorized by the Constitution to promote the interests and welfare of that important class of our fellow-citizens. And yet it is a singular fact that whilst the manufacturing and commercial interests have engaged the attention of Congress during a large portion of every session and our statutes abound in provisions for their protection and encouragement, little has yet been done directly for the advancement of agriculture.",2,81,0.1073292896345977,0.1134590961042938,0.0955188219914926,0.0995181150435292,0.0814123253794178,-0.0194035253454257,0.1090050279014682,0.0350179395046065,0.0493120947082753,0.0585223991587749,3.75,0.0001497886135508,0.0021336091032349,"[0.10732928963459772, 0.11345909610429385, 0.09551882199149266, 0.0995181150435292, 0.08141232537941782]",0.8064282894931544,0.8279219349741168,0.7353500525783537,0.9648846055209108,0.0003437772300035,-2.8193519560104927,1.6460186907078136,-0.8617224755869914,7.636538245689258,11.107202678525022,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,70,2,140,141,"It is time that this reproach to our legislation should be removed, and I sincerely hope that the present Congress will not close their labors without adopting efficient means to supply the omissions of those who have preceded them.An agricultural bureau, charged with the duty of collecting and disseminating correct information as to the best modes of cultivation and of the most effectual means of preserving and restoring the fertility of the soil and of procuring and distributing seeds and plants and other vegetable productions, with instructions in regard to the soil, climate, and treatment best adapted to their growth, could not fail to be, in the language of Washington in his last annual message to Congress, a ""very cheap instrument of immense national benefit.""Regarding the act of Congress approved 28th September, 1850, granting bounty lands to persons who had been engaged in the military service of the country, as a great measure of national justice and munificence, an anxious desire has been felt by the officers intrusted with its immediate execution to give prompt effect to its provisions. All the means within their control were therefore brought into requisition to expedite the adjudication of claims, and I am gratified to be able to state that near 100,000 applications have been considered and about 70,000 warrants issued within the short space of nine months.",2,224,0.1080984231435012,0.10391217032355,0.0914568164905245,0.1015248375644348,0.0813638735049122,-0.0589008470994086,0.0065032602411281,0.0227319489200675,0.0145525422076662,-0.0293475549162561,1.1224489795918366,0.0001165686930451,0.0011765123143943,"[0.10809842314350128, 0.10391217032355005, 0.09145681649052453, 0.10152483756443488, 0.08136387350491225]",0.8034812107984645,0.8171347816772252,0.7489388158436286,0.9647625037106148,-0.000998045142228,-2.7287405555264264,1.4190163757439667,-1.4843012763597994,7.4221078051173475,10.805238535560486,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,71,2,142,143,"If adequate provision be made by law to carry into effect the recommendations of the Department, it is confidently expected that before the close of the next fiscal year all who are entitled to the benefits of the act will have received their warrants.The Secretary of the Interior has suggested in his report various amendments of the laws relating to pensions and bounty lands for the purpose of more effectually guarding against abuses and frauds on the Government, to all of which I invite your particular attention. The large accessions to our Indian population consequent upon the acquisition of New Mexico and California and the extension of our settlements into Utah and Oregon have given increased interest and importance to our relations with the aboriginal race.",2,126,0.1071414375166211,0.1245757134880254,0.0856787533947743,0.0946128139748901,0.0857148212232403,-0.0796377563721076,-0.017280109082621,0.0006695102796631,-0.0058900191249675,0.0013506658786334,1.5,0.0002730288947843,0.0011615267109364,"[0.10714143751662114, 0.12457571348802547, 0.08567875339477439, 0.09461281397489014, 0.0857148212232403]",0.8170885312280666,0.8427706085366159,0.6958720035414063,0.959312329651637,0.0030189475644894,-2.7368478989527105,2.8525655821570544,-0.9173842191897621,8.115852955239708,10.871847332230681,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,72,2,144,145,"No material change has taken place within the last year in the condition and prospects of the Indian tribes who reside in the Northwestern Territory and west of the Mississippi River. We are at peace with all of them, and it will be a source of pleasure to you to learn that they are gradually advancing in civilization and the pursuits of social life.Along the Mexican frontier and in California and Oregon there have been occasional manifestations of unfriendly feeling and some depredations committed.",2,84,0.1110381466815579,0.0909299443594653,0.107219877843132,0.1051428111842906,0.1054604482640873,0.0336415861058467,-0.0078166631264602,-0.0257430717009959,0.0112784056859319,0.067056716805649,0.75,5.853992147391899e-05,0.0013123809068184,"[0.1110381466815579, 0.09092994435946539, 0.10721987784313206, 0.10514281118429061, 0.10546044826408735]",0.7471500324348455,0.762089685729598,0.7884489659667534,0.9353248496638756,-0.0050646744807453,-4.19024878442019,0.5286634991398096,-2.9933559730132284,9.977053455245322,11.86397093059902,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,73,2,146,147,"I am satisfied, however, that they resulted more from the destitute and starving condition of the Indians than from any settled hostility toward the whites. As the settlements of our citizens progress toward them, the game, upon which they mainly rely for subsistence, is driven off or destroyed, and the only alternative left to them is starvation or plunder.",2,59,0.1503348393314989,0.1128770636035015,0.1189167552394616,0.1159699637172967,0.0986533035408355,-0.1499564149859802,-0.1071411827826368,-0.1353968190192744,-0.0670307992123958,-0.1349396754742953,1.75,0.000360481190967,0.0010806501662578,"[0.1503348393314989, 0.1128770636035015, 0.11891675523946164, 0.11596996371729676, 0.09865330354083553]",0.8213023971827971,0.7627616607787021,0.7395934179574999,0.9458500940345008,-0.0082317694811297,-4.788229599579558,1.3028601137973177,-2.1592756456134703,8.488398295646425,14.301947376445948,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,74,2,148,149,"It becomes us to consider, in view of this condition of things, whether justice and humanity, as well as an enlightened economy, do not require that instead of seeking to punish them for offenses which are the result of our own policy toward them we should not provide for their immediate wants and encourage them to engage in agriculture and to rely on their labor instead of the chase for the means of support.Various important treaties have been negotiated with different tribes during the year, by which their title to large and valuable tracts of country has been extinguished, all of which will at the proper time be submitted to the Senate for ratification.The joint commission under the treaty of Guadalupe Hidalgo has been actively engaged in running and marking the boundary line between the United States and Mexico. It was stated in the last annual report of the Secretary of the Interior that the initial point on the Pacific and the point of junction of the Gila with the Colorado River had been determined and the intervening line, about 150 miles in length, run and marked by temporary monuments.",2,190,0.090120473349322,0.1043953854623342,0.0941707680175589,0.1010325642983146,0.0757587968608689,-0.0341827832380775,0.0365725942985753,-0.0190355688348045,-0.0055879580353708,0.0127962802907269,1.962962962962963,0.0001253131654265,0.0007613818077358,"[0.09012047334932201, 0.10439538546233428, 0.09417076801755894, 0.1010325642983146, 0.0757587968608689]",0.7721961465989698,0.8427824958313087,0.7718937319792316,0.97192819507247,0.0012366186262252,-2.079963133557901,0.8423914403162351,-0.6789151985313633,7.407353888509556,10.281014028332176,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,75,2,150,151,"Since that time a monument of marble has been erected at the initial point, and permanent landmarks of iron have been placed at suitable distances along the line.The initial point on the Rio Grande has also been fixed by the commissioners, at latitude 32 degrees 22', and at the date of the last communication the survey of the line had been made thence westward about 150 miles to the neighborhood of the copper mines. The commission on our part was at first organized on a scale which experience proved to be unwieldy and attended with unnecessary expense.",2,97,0.0976061204193762,0.1139517785888431,0.0936397921924938,0.0789141154758249,0.0672754718858963,-0.1597424547514798,-0.0317715009296259,-0.0628184072681194,-0.1405155950796976,-0.0825511332354859,1.0526315789473684,0.0003209262394844,0.0028626440010252,"[0.09760612041937625, 0.11395177858884316, 0.09363979219249383, 0.07891411547582498, 0.06727547188589636]",0.8235071730439015,0.827612220931873,0.6959269575131962,0.9557052032044032,0.0012246613152,-2.88558624882963,1.5403856404212686,0.5654347552801431,6.438321658881025,9.615967531081147,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,76,2,152,153,"Orders have therefore been issued for the reduction of the number of persons employed within the smallest limits consistent with the safety of those engaged in the service and the prompt and efficient execution of their important duties.Returns have been received from all the officers engaged in taking the census in the States and Territories except California. The superintendent employed to make the enumeration in that State has not yet made his full report, from causes, as he alleges, beyond his control.",2,82,0.0855472237296505,0.0930537108205441,0.1082221437785683,0.1049760271416037,0.0908407496272173,-0.1058473029739438,-0.0326685055811846,-0.0879598952316071,0.0042927862882644,-0.037345598302566,2.090909090909091,9.327877772489342e-05,0.0019874843992091,"[0.08554722372965054, 0.09305371082054412, 0.10822214377856836, 0.10497602714160376, 0.09084074962721736]",0.713949617336629,0.8048416771326233,0.8179970561971526,0.9514151799569468,-0.0009635859055396,-2.8961805133907013,-0.22934773812965226,-1.5150943504634364,9.214945423880483,10.921108130051397,Fillmore
Millard Fillmore,Second Annual Message,Second Annual Message,1851-12-02,Written,77,2,154,155,"This failure is much to be regretted, as it has prevented the Secretary of the Interior from making the decennial apportionment of Representatives among the States, as required by the act approved May 23, 1850. It is hoped, however, that the returns will soon be received, and no time will then be lost in making the necessary apportionment and in transmitting the certificates required by law.The Superintendent of the Seventh Census is diligently employed, under the direction of the Secretary of the Interior, in classifying and arranging in tabular form all the statistical information derived from the returns of the marshals, and it is believed that when the work shall be completed it will exhibit a more perfect view of the population, wealth, occupations, and social condition of a great country than has ever been presented to the world.",2,139,0.0795092321269188,0.1063373760037196,0.1001253361973637,0.0924199916294511,0.0720861045670355,-0.054246081113621,0.0216283256301189,0.0001387220208234,0.0293236300367963,0.0280600088632767,1.5217391304347827,0.0002015517007211,0.0012334081327726,"[0.07950923212691884, 0.10633737600371962, 0.10012533619736376, 0.09241999162945116, 0.07208610456703558]",0.7545361007952097,0.8457354348363991,0.7696774928422937,0.96508921207385,0.0020989697890971,-2.1874560717537674,0.4415740590845987,0.2437049149373398,7.4638841736711825,9.838172301960523,Fillmore
